distinct directory-record timestamps: 1605 over 2879 records

as-printed               tz  count  raw seven bytes         valid?
1996-11-13 18:38:04      +0      1  60 0B 0D 12 26 04 00    yes
1996-08-01 15:08:14      +0      1  60 08 01 0F 08 0E 00    yes
1996-11-20 14:29:02      +0      1  60 0B 14 0E 1D 02 00    yes
1996-11-20 14:30:06      +0      1  60 0B 14 0E 1E 06 00    yes
1996-08-01 14:50:34      +0      1  60 08 01 0E 32 22 00    yes
1996-08-01 14:54:18      +0      1  60 08 01 0E 36 12 00    yes
1996-11-20 14:39:26      +0      1  60 0B 14 0E 27 1A 00    yes
1996-11-13 18:35:58      +0      1  60 0B 0D 12 23 3A 00    yes
1996-11-13 18:39:22      +0      1  60 0B 0D 12 27 16 00    yes
1996-07-23 18:40:10      +0      1  60 07 17 12 28 0A 00    yes
1996-11-13 18:37:16      +0      1  60 0B 0D 12 25 10 00    yes
1996-11-13 18:37:42      +0      1  60 0B 0D 12 25 2A 00    yes
1996-07-23 18:39:28      +0      1  60 07 17 12 27 1C 00    yes
1996-07-23 18:39:50      +0      1  60 07 17 12 27 32 00    yes
1996-11-20 14:33:44      +0      1  60 0B 14 0E 21 2C 00    yes
1996-11-20 14:34:20      +0      1  60 0B 14 0E 22 14 00    yes
1996-11-20 14:59:08      +0      1  60 0B 14 0E 3B 08 00    yes
1996-08-01 14:46:26      +0      1  60 08 01 0E 2E 1A 00    yes
1996-08-01 14:46:18      +0      1  60 08 01 0E 2E 12 00    yes
1996-11-20 13:00:22      +0      1  60 0B 14 0D 00 16 00    yes
1996-11-20 13:00:36      +0      1  60 0B 14 0D 00 24 00    yes
1996-11-20 14:56:40      +0      1  60 0B 14 0E 38 28 00    yes
1996-11-20 13:01:00      +0      1  60 0B 14 0D 01 00 00    yes
1996-08-01 14:46:08      +0      1  60 08 01 0E 2E 08 00    yes
1996-08-01 14:46:00      +0      1  60 08 01 0E 2E 00 00    yes
1996-08-01 14:45:52      +0      1  60 08 01 0E 2D 34 00    yes
1996-11-20 14:31:44      +0      1  60 0B 14 0E 1F 2C 00    yes
1996-11-20 14:30:52      +0      1  60 0B 14 0E 1E 34 00    yes
1996-11-20 14:31:14      +0      1  60 0B 14 0E 1F 0E 00    yes
1996-11-13 18:36:36      +0      1  60 0B 0D 12 24 24 00    yes
1996-11-13 18:38:30      +0      1  60 0B 0D 12 26 1E 00    yes
1996-11-13 18:38:46      +0      1  60 0B 0D 12 26 2E 00    yes
1996-11-13 18:37:02      +0      1  60 0B 0D 12 25 02 00    yes
1996-11-04 13:44:50      +0      1  60 0B 04 0D 2C 32 00    yes
1996-11-13 18:40:16      +0      1  60 0B 0D 12 28 10 00    yes
1996-11-13 18:22:56      +0      1  60 0B 0D 12 16 38 00    yes
1996-11-13 18:24:00      +0      1  60 0B 0D 12 18 00 00    yes
1996-11-13 18:23:26      +0      1  60 0B 0D 12 17 1A 00    yes
1996-12-09 14:49:42      +0      1  60 0C 09 0E 31 2A 00    yes
1996-11-13 18:21:58      +0      1  60 0B 0D 12 15 3A 00    yes
1996-11-13 18:28:10      +0      1  60 0B 0D 12 1C 0A 00    yes
1996-11-13 18:27:58      +0      1  60 0B 0D 12 1B 3A 00    yes
1996-11-13 18:27:14      +0      1  60 0B 0D 12 1B 0E 00    yes
1996-11-13 18:26:52      +0      1  60 0B 0D 12 1A 34 00    yes
1996-11-13 18:25:00      +0      1  60 0B 0D 12 19 00 00    yes
1996-11-13 18:24:40      +0      1  60 0B 0D 12 18 28 00    yes
1996-11-13 18:45:30      +0      1  60 0B 0D 12 2D 1E 00    yes
1996-11-13 18:42:28      +0      1  60 0B 0D 12 2A 1C 00    yes
1996-11-13 18:41:28      +0      1  60 0B 0D 12 29 1C 00    yes
1996-11-13 18:41:02      +0      1  60 0B 0D 12 29 02 00    yes
1996-11-13 18:43:12      +0      1  60 0B 0D 12 2B 0C 00    yes
1996-11-04 13:38:52      +0      1  60 0B 04 0D 26 34 00    yes
1996-11-04 13:38:18      +0      1  60 0B 04 0D 26 12 00    yes
1996-11-04 13:39:24      +0      1  60 0B 04 0D 27 18 00    yes
1996-11-13 18:42:54      +0      1  60 0B 0D 12 2A 36 00    yes
1996-11-13 18:21:22      +0      1  60 0B 0D 12 15 16 00    yes
1996-11-04 13:40:42      +0      1  60 0B 04 0D 28 2A 00    yes
1996-11-04 13:41:12      +0      1  60 0B 04 0D 29 0C 00    yes
1996-11-04 13:42:48      +0      1  60 0B 04 0D 2A 30 00    yes
1996-11-04 13:41:42      +0      1  60 0B 04 0D 29 2A 00    yes
1996-11-04 13:43:18      +0      1  60 0B 04 0D 2B 12 00    yes
1996-11-04 13:40:00      +0      1  60 0B 04 0D 28 00 00    yes
1996-11-13 18:32:58      +0      1  60 0B 0D 12 20 3A 00    yes
1996-11-20 14:35:36      +0      1  60 0B 14 0E 23 24 00    yes
1996-11-13 18:32:02      +0      1  60 0B 0D 12 20 02 00    yes
1996-11-13 18:28:46      +0      1  60 0B 0D 12 1C 2E 00    yes
1996-11-13 18:45:50      +0      1  60 0B 0D 12 2D 32 00    yes
1996-11-13 18:31:10      +0      1  60 0B 0D 12 1F 0A 00    yes
1996-11-13 18:29:20      +0      1  60 0B 0D 12 1D 14 00    yes
1996-12-05 15:13:12      +0      1  60 0C 05 0F 0D 0C 00    yes
1996-11-13 18:46:36      +0      1  60 0B 0D 12 2E 24 00    yes
1996-11-13 18:33:22      +0      1  60 0B 0D 12 21 16 00    yes
1996-11-13 18:32:30      +0      1  60 0B 0D 12 20 1E 00    yes
1996-11-13 18:34:30      +0      1  60 0B 0D 12 22 1E 00    yes
1996-11-13 18:29:46      +0      1  60 0B 0D 12 1D 2E 00    yes
1996-11-04 13:45:50      +0      1  60 0B 04 0D 2D 32 00    yes
1996-11-04 13:46:44      +0      1  60 0B 04 0D 2E 2C 00    yes
1996-11-04 13:49:50      +0      1  60 0B 04 0D 31 32 00    yes
1996-11-04 13:48:44      +0      1  60 0B 04 0D 30 2C 00    yes
1996-11-04 13:49:08      +0      1  60 0B 04 0D 31 08 00    yes
1996-11-04 13:47:32      +0      1  60 0B 04 0D 2F 20 00    yes
1996-11-04 13:49:28      +0      1  60 0B 04 0D 31 1C 00    yes
1996-12-05 16:49:14      +0      1  60 0C 05 10 31 0E 00    yes
1996-11-04 13:47:06      +0      1  60 0B 04 0D 2F 06 00    yes
1996-11-04 13:48:16      +0      1  60 0B 04 0D 30 10 00    yes
1996-11-04 13:47:54      +0      1  60 0B 04 0D 2F 36 00    yes
1996-11-13 18:31:38      +0      1  60 0B 0D 12 1F 26 00    yes
1996-11-13 18:44:48      +0      1  60 0B 0D 12 2C 30 00    yes
1996-12-05 16:56:02      +0      1  60 0C 05 10 38 02 00    yes
1996-12-05 15:12:40      +0      1  60 0C 05 0F 0C 28 00    yes
1996-11-13 18:34:52      +0      1  60 0B 0D 12 22 34 00    yes
1996-03-20 11:35:10      +0      1  60 03 14 0B 23 0A 00    yes
1996-03-20 11:29:12      +0      1  60 03 14 0B 1D 0C 00    yes
1996-03-20 11:27:52      +0      1  60 03 14 0B 1B 34 00    yes
1996-03-20 11:26:24      +0      1  60 03 14 0B 1A 18 00    yes
1996-03-20 11:06:04      +0      1  60 03 14 0B 06 04 00    yes
1996-03-20 11:04:50      +0      1  60 03 14 0B 04 32 00    yes
1996-11-20 15:02:10      +0      1  60 0B 14 0F 02 0A 00    yes
1996-03-20 11:05:32      +0      1  60 03 14 0B 05 20 00    yes
1996-11-20 15:01:02      +0      1  60 0B 14 0F 01 02 00    yes
1996-03-20 11:51:04      +0      1  60 03 14 0B 33 04 00    yes
1996-03-20 11:16:42      +0      1  60 03 14 0B 10 2A 00    yes
1996-03-20 11:48:34      +0      1  60 03 14 0B 30 22 00    yes
1996-03-20 11:18:14      +0      1  60 03 14 0B 12 0E 00    yes
1996-03-20 11:42:06      +0      1  60 03 14 0B 2A 06 00    yes
1996-03-19 18:53:02      +0      1  60 03 13 12 35 02 00    yes
1996-02-20 11:12:04      +0      1  60 02 14 0B 0C 04 00    yes
1996-02-20 11:07:38      +0      1  60 02 14 0B 07 26 00    yes
1996-02-20 11:02:30      +0      1  60 02 14 0B 02 1E 00    yes
1996-04-20 12:15:52      +0      1  60 04 14 0C 0F 34 00    yes
1996-02-20 10:55:56      +0      1  60 02 14 0A 37 38 00    yes
1996-02-20 11:04:52      +0      1  60 02 14 0B 04 34 00    yes
1996-02-20 11:05:16      +0      1  60 02 14 0B 05 10 00    yes
1996-04-20 12:08:10      +0      1  60 04 14 0C 08 0A 00    yes
1996-02-20 11:08:38      +0      1  60 02 14 0B 08 26 00    yes
1996-02-20 12:11:26      +0      1  60 02 14 0C 0B 1A 00    yes
1996-02-20 11:17:12      +0      1  60 02 14 0B 11 0C 00    yes
1996-11-20 15:00:20      +0      1  60 0B 14 0F 00 14 00    yes
1996-02-20 12:20:40      +0      1  60 02 14 0C 14 28 00    yes
1996-03-20 10:16:30      +0      1  60 03 14 0A 10 1E 00    yes
1996-03-20 10:20:46      +0      1  60 03 14 0A 14 2E 00    yes
1996-03-21 13:03:28      +0      1  60 03 15 0D 03 1C 00    yes
1996-03-20 10:19:22      +0      1  60 03 14 0A 13 16 00    yes
1996-03-19 19:17:44      +0      1  60 03 13 13 11 2C 00    yes
1996-03-28 16:59:26      +0      1  60 03 1C 10 3B 1A 00    yes
1996-03-20 10:17:36      +0      1  60 03 14 0A 11 24 00    yes
1996-08-28 17:44:48      +0      1  60 08 1C 11 2C 30 00    yes
1996-08-28 17:44:54      +0      1  60 08 1C 11 2C 36 00    yes
1996-08-28 17:44:58      +0      1  60 08 1C 11 2C 3A 00    yes
1996-08-28 17:48:22      +0      1  60 08 1C 11 30 16 00    yes
1996-03-19 19:12:46      +0      1  60 03 13 13 0C 2E 00    yes
1996-03-27 12:36:30      +0      1  60 03 1B 0C 24 1E 00    yes
1996-08-28 17:52:44      +0      1  60 08 1C 11 34 2C 00    yes
1996-08-28 17:43:06      +0      1  60 08 1C 11 2B 06 00    yes
1996-03-27 12:26:00      +0      1  60 03 1B 0C 1A 00 00    yes
1996-03-19 19:06:52      +0      1  60 03 13 13 06 34 00    yes
1996-03-19 18:59:28      +0      1  60 03 13 12 3B 1C 00    yes
1996-08-28 17:39:46      +0      1  60 08 1C 11 27 2E 00    yes
1996-08-01 19:16:28      +0      1  60 08 01 13 10 1C 00    yes
1996-08-28 17:28:22      +0      1  60 08 1C 11 1C 16 00    yes
1996-08-28 17:30:30      +0      1  60 08 1C 11 1E 1E 00    yes
1996-08-28 17:34:08      +0      1  60 08 1C 11 22 08 00    yes
1996-03-19 18:44:42      +0      1  60 03 13 12 2C 2A 00    yes
1996-03-19 18:41:30      +0      1  60 03 13 12 29 1E 00    yes
1996-03-18 19:19:04      +0      1  60 03 12 13 13 04 00    yes
1996-08-01 19:24:16      +0      1  60 08 01 13 18 10 00    yes
1996-08-01 19:23:50      +0      1  60 08 01 13 17 32 00    yes
1996-08-01 19:17:48      +0      1  60 08 01 13 11 30 00    yes
1996-08-01 19:22:36      +0      1  60 08 01 13 16 24 00    yes
1996-08-01 19:23:20      +0      1  60 08 01 13 17 14 00    yes
1996-08-01 19:17:00      +0      1  60 08 01 13 11 00 00    yes
1996-08-01 19:21:08      +0      1  60 08 01 13 15 08 00    yes
1996-08-01 19:21:38      +0      1  60 08 01 13 15 26 00    yes
1996-08-01 19:19:54      +0      1  60 08 01 13 13 36 00    yes
1996-08-01 19:19:02      +0      1  60 08 01 13 13 02 00    yes
1996-08-01 19:20:32      +0      1  60 08 01 13 14 20 00    yes
1996-08-01 19:18:24      +0      1  60 08 01 13 12 18 00    yes
1996-08-28 17:36:46      +0      1  60 08 1C 11 24 2E 00    yes
1996-03-21 13:18:10      +0      1  60 03 15 0D 12 0A 00    yes
1996-03-21 13:17:20      +0      1  60 03 15 0D 11 14 00    yes
1996-03-21 13:17:56      +0      1  60 03 15 0D 11 38 00    yes
1996-03-21 13:04:36      +0      1  60 03 15 0D 04 24 00    yes
1996-03-20 10:12:30      +0      1  60 03 14 0A 0C 1E 00    yes
1995-11-08 16:53:50      +0      1  5F 0B 08 10 35 32 00    yes
1996-03-20 10:11:40      +0      1  60 03 14 0A 0B 28 00    yes
1996-03-20 10:16:50      +0      1  60 03 14 0A 10 32 00    yes
1995-11-11 13:49:42      +0      1  5F 0B 0B 0D 31 2A 00    yes
1996-03-20 10:15:28      +0      1  60 03 14 0A 0F 1C 00    yes
1993-08-17 20:36:08      +0      1  5D 08 11 14 24 08 00    yes
1995-01-24 15:54:52      +0      1  5F 01 18 0F 36 34 00    yes
1994-04-11 13:19:40      +0      1  5E 04 0B 0D 13 28 00    yes
1994-06-01 00:08:02      +0      1  5E 06 01 00 08 02 00    yes
1994-01-25 10:12:32      +0      1  5E 01 19 0A 0C 20 00    yes
1994-02-18 16:17:06      +0      1  5E 02 12 10 11 06 00    yes
1994-05-24 17:18:40      +0      1  5E 05 18 11 12 28 00    yes
1994-03-16 12:04:26      +0      1  5E 03 10 0C 04 1A 00    yes
1994-06-01 13:46:24      +0      1  5E 06 01 0D 2E 18 00    yes
1994-03-15 19:21:50      +0      1  5E 03 0F 13 15 32 00    yes
1994-06-01 18:03:10      +0      1  5E 06 01 12 03 0A 00    yes
1996-08-23 12:43:58      +0      1  60 08 17 0C 2B 3A 00    yes
1996-09-30 09:02:17      +0      1  60 09 1E 09 02 11 00    yes
1996-05-03 02:18:57      +0      1  60 05 03 02 12 39 00    yes
1996-10-01 09:13:57      +0      1  60 0A 01 09 0D 39 00    yes
1996-09-29 21:10:09      +0      1  60 09 1D 15 0A 09 00    yes
1996-05-03 13:57:37      +0      1  60 05 03 0D 39 25 00    yes
1996-02-17 23:56:12      +0      1  60 02 11 17 38 0C 00    yes
1995-08-16 17:46:40      +0      1  5F 08 10 11 2E 28 00    yes
1995-10-11 10:42:17      +0      1  5F 0A 0B 0A 2A 11 00    yes
1995-10-11 11:35:23      +0      1  5F 0A 0B 0B 23 17 00    yes
1995-07-18 14:46:24      +0      1  5F 07 12 0E 2E 18 00    yes
1996-09-22 11:02:23      +0      1  60 09 16 0B 02 17 00    yes
1995-10-11 11:40:40      +0      1  5F 0A 0B 0B 28 28 00    yes
1995-11-16 00:02:50      +0      1  5F 0B 10 00 02 32 00    yes
1996-05-03 13:59:07      +0      1  60 05 03 0D 3B 07 00    yes
1995-10-11 15:11:21      +0      1  5F 0A 0B 0F 0B 15 00    yes
1995-10-11 15:28:04      +0      1  5F 0A 0B 0F 1C 04 00    yes
1994-12-24 11:13:30      +0      1  5E 0C 18 0B 0D 1E 00    yes
1996-02-17 23:57:56      +0      1  60 02 11 17 39 38 00    yes
1995-10-14 09:19:27      +0      1  5F 0A 0E 09 13 1B 00    yes
1995-10-01 12:09:10      +0      1  5F 0A 01 0C 09 0A 00    yes
1996-02-18 00:00:22      +0      1  60 02 12 00 00 16 00    yes
1996-04-19 17:52:02      +0      1  60 04 13 11 34 02 00    yes
1996-09-29 20:32:43      +0      1  60 09 1D 14 20 2B 00    yes
1996-09-30 10:04:31      +0      1  60 09 1E 0A 04 1F 00    yes
1995-12-07 17:54:24      +0      1  5F 0C 07 11 36 18 00    yes
1996-07-10 13:53:00      +0      1  60 07 0A 0D 35 00 00    yes
1996-09-04 12:32:50      +0      1  60 09 04 0C 20 32 00    yes
1996-09-04 12:32:10      +0      1  60 09 04 0C 20 0A 00    yes
1996-09-04 12:32:12      +0      1  60 09 04 0C 20 0C 00    yes
1996-09-04 12:32:42      +0      1  60 09 04 0C 20 2A 00    yes
1996-09-04 12:32:44      +0      1  60 09 04 0C 20 2C 00    yes
1996-09-04 12:32:14      +0      1  60 09 04 0C 20 0E 00    yes
1996-09-04 16:12:32      +0      1  60 09 04 10 0C 20 00    yes
1996-07-12 03:21:06      +0      1  60 07 0C 03 15 06 00    yes
1996-09-04 12:32:18      +0      1  60 09 04 0C 20 12 00    yes
1996-09-04 12:32:22      +0      1  60 09 04 0C 20 16 00    yes
1996-09-04 12:32:24      +0      1  60 09 04 0C 20 18 00    yes
1996-08-21 13:16:48      +0      1  60 08 15 0D 10 30 00    yes
1996-09-04 12:32:26      +0      1  60 09 04 0C 20 1A 00    yes
1996-09-04 12:32:28      +0      1  60 09 04 0C 20 1C 00    yes
1996-09-04 12:32:32      +0      1  60 09 04 0C 20 20 00    yes
1996-09-04 12:32:34      +0      1  60 09 04 0C 20 22 00    yes
1996-09-04 12:32:36      +0      1  60 09 04 0C 20 24 00    yes
1996-09-04 12:32:38      +0      1  60 09 04 0C 20 26 00    yes
1996-09-04 14:50:52      +0      1  60 09 04 0E 32 34 00    yes
1996-09-04 14:50:28      +0      1  60 09 04 0E 32 1C 00    yes
1996-09-13 14:56:30      +0      1  60 09 0D 0E 38 1E 00    yes
1996-09-05 22:53:46      +0      1  60 09 05 16 35 2E 00    yes
1996-09-06 23:07:48      +0      1  60 09 06 17 07 30 00    yes
1996-09-02 22:27:36      +0      1  60 09 02 16 1B 24 00    yes
1996-09-05 00:12:56      +0      1  60 09 05 00 0C 38 00    yes
1996-09-03 17:45:26      +0      1  60 09 03 11 2D 1A 00    yes
1996-09-10 23:45:22      +0      1  60 09 0A 17 2D 16 00    yes
1996-09-14 00:29:16      +0      1  60 09 0E 00 1D 10 00    yes
1996-09-13 15:41:36      +0      1  60 09 0D 0F 29 24 00    yes
1996-09-13 15:41:46      +0      1  60 09 0D 0F 29 2E 00    yes
1996-09-24 02:40:12      +0      1  60 09 18 02 28 0C 00    yes
1996-09-13 15:42:00      +0      1  60 09 0D 0F 2A 00 00    yes
1996-03-15 05:00:00      +0      1  60 03 0F 05 00 00 00    yes
1996-08-19 12:28:20      +0      1  60 08 13 0C 1C 14 00    yes
1994-02-09 10:09:18      +0      1  5E 02 09 0A 09 12 00    yes
1993-07-16 15:28:04      +0      1  5D 07 10 0F 1C 04 00    yes
1996-07-12 02:55:50      +0      1  60 07 0C 02 37 32 00    yes
1996-02-29 15:06:00      +0      1  60 02 1D 0F 06 00 00    yes
1995-06-19 12:09:34      +0      1  5F 06 13 0C 09 22 00    yes
1995-03-09 10:43:02      +0      1  5F 03 09 0A 2B 02 00    yes
1995-03-09 10:42:58      +0      1  5F 03 09 0A 2A 3A 00    yes
1995-09-08 11:56:20      +0      1  5F 09 08 0B 38 14 00    yes
1996-07-26 09:27:36      +0      1  60 07 1A 09 1B 24 00    yes
1996-09-04 16:31:20      +0      1  60 09 04 10 1F 14 00    yes
1995-06-19 12:09:40      +0      1  5F 06 13 0C 09 28 00    yes
1995-03-17 09:58:06      +0      1  5F 03 11 09 3A 06 00    yes
1995-03-16 11:08:54      +0      1  5F 03 10 0B 08 36 00    yes
1995-07-10 09:37:34      +0      1  5F 07 0A 09 25 22 00    yes
1995-03-13 11:45:38      +0      1  5F 03 0D 0B 2D 26 00    yes
1996-09-04 18:24:32      +0      1  60 09 04 12 18 20 00    yes
1996-08-07 11:27:50      +0      1  60 08 07 0B 1B 32 00    yes
1996-09-03 22:38:52      +0      1  60 09 03 16 26 34 00    yes
1996-07-26 13:11:38      +0      1  60 07 1A 0D 0B 26 00    yes
1993-05-12 00:00:00      +0      1  5D 05 0C 00 00 00 00    yes
1997-02-14 16:40:49      +0      1  61 02 0E 10 28 31 00    yes
1996-10-30 20:31:54      +0      1  60 0A 1E 14 1F 36 00    yes
1996-11-11 18:30:34      +0      1  60 0B 0B 12 1E 22 00    yes
1997-02-07 14:06:30      +0      1  61 02 07 0E 06 1E 00    yes
1996-07-05 15:34:14      +0      1  60 07 05 0F 22 0E 00    yes
1996-11-21 11:32:34      +0      1  60 0B 15 0B 20 22 00    yes
1997-02-07 14:19:10      +0      1  61 02 07 0E 13 0A 00    yes
1997-02-07 14:03:50      +0      1  61 02 07 0E 03 32 00    yes
1997-02-07 15:53:40      +0      1  61 02 07 0F 35 28 00    yes
1997-01-09 13:49:56      +0      1  61 01 09 0D 31 38 00    yes
1996-11-28 16:22:12      +0      1  60 0B 1C 10 16 0C 00    yes
1996-08-21 11:09:20      +0      1  60 08 15 0B 09 14 00    yes
1996-10-08 16:27:06      +0      1  60 0A 08 10 1B 06 00    yes
1996-10-08 16:27:00      +0      1  60 0A 08 10 1B 00 00    yes
1996-11-08 17:22:00      +0      1  60 0B 08 11 16 00 00    yes
1996-08-22 10:39:14      +0      1  60 08 16 0A 27 0E 00    yes
1996-09-03 13:49:24      +0      1  60 09 03 0D 31 18 00    yes
1996-11-06 17:31:50      +0      1  60 0B 06 11 1F 32 00    yes
1996-11-06 17:31:32      +0      1  60 0B 06 11 1F 20 00    yes
1996-11-07 18:00:46      +0      1  60 0B 07 12 00 2E 00    yes
1996-11-07 18:00:40      +0      1  60 0B 07 12 00 28 00    yes
1996-11-22 19:25:50      +0      1  60 0B 16 13 19 32 00    yes
1996-11-22 19:25:44      +0      1  60 0B 16 13 19 2C 00    yes
1996-11-08 12:54:14      +0      1  60 0B 08 0C 36 0E 00    yes
1996-11-08 12:54:08      +0      1  60 0B 08 0C 36 08 00    yes
1997-01-24 13:38:22      +0      1  61 01 18 0D 26 16 00    yes
1997-01-24 13:38:18      +0      1  61 01 18 0D 26 12 00    yes
1996-11-07 17:59:14      +0      1  60 0B 07 11 3B 0E 00    yes
1996-11-07 17:59:08      +0      1  60 0B 07 11 3B 08 00    yes
1996-11-07 18:00:06      +0      1  60 0B 07 12 00 06 00    yes
1996-11-07 18:00:00      +0      1  60 0B 07 12 00 00 00    yes
1996-11-08 12:54:38      +0      1  60 0B 08 0C 36 26 00    yes
1996-11-08 12:54:32      +0      1  60 0B 08 0C 36 20 00    yes
1997-01-24 13:48:04      +0      1  61 01 18 0D 30 04 00    yes
1997-01-24 13:48:00      +0      1  61 01 18 0D 30 00 00    yes
1996-10-13 21:21:06      +0      1  60 0A 0D 15 15 06 00    yes
1996-12-11 14:05:48      +0      1  60 0C 0B 0E 05 30 00    yes
1996-08-22 10:39:26      +0      1  60 08 16 0A 27 1A 00    yes
1996-10-08 15:54:46      +0      1  60 0A 08 0F 36 2E 00    yes
1996-08-20 15:44:50      +0      1  60 08 14 0F 2C 32 00    yes
1996-08-20 15:45:02      +0      1  60 08 14 0F 2D 02 00    yes
1996-03-29 11:11:00      +0      1  60 03 1D 0B 0B 00 00    yes
1996-10-28 15:32:36      +0      1  60 0A 1C 0F 20 24 00    yes
1996-10-17 17:44:04      +0      1  60 0A 11 11 2C 04 00    yes
1997-01-24 14:36:48      +0      1  61 01 18 0E 24 30 00    yes
1996-06-04 11:58:50      +0      1  60 06 04 0B 3A 32 00    yes
1996-06-04 12:01:36      +0      1  60 06 04 0C 01 24 00    yes
1997-01-29 17:40:44      +0      1  61 01 1D 11 28 2C 00    yes
1996-07-30 19:16:02      +0      1  60 07 1E 13 10 02 00    yes
1996-07-30 17:07:26      +0      1  60 07 1E 11 07 1A 00    yes
1996-07-30 19:16:12      +0      1  60 07 1E 13 10 0C 00    yes
1996-07-30 16:32:16      +0      1  60 07 1E 10 20 10 00    yes
1996-11-14 14:00:36      +0      1  60 0B 0E 0E 00 24 00    yes
1997-01-24 14:36:40      +0      1  61 01 18 0E 24 28 00    yes
1996-08-28 18:08:10      +0      1  60 08 1C 12 08 0A 00    yes
1996-06-21 11:42:24      +0      1  60 06 15 0B 2A 18 00    yes
1996-10-21 13:35:28      +0      1  60 0A 15 0D 23 1C 00    yes
1996-08-07 13:04:10      +0      1  60 08 07 0D 04 0A 00    yes
1996-06-19 10:33:12      +0      1  60 06 13 0A 21 0C 00    yes
1996-11-06 17:17:22      +0      1  60 0B 06 11 11 16 00    yes
1996-11-06 17:17:12      +0      1  60 0B 06 11 11 0C 00    yes
1996-10-10 12:16:06      +0      1  60 0A 0A 0C 10 06 00    yes
1996-10-13 18:04:06      +0      1  60 0A 0D 12 04 06 00    yes
1996-10-14 00:25:58      +0      1  60 0A 0E 00 19 3A 00    yes
1996-08-21 11:35:28      +0      1  60 08 15 0B 23 1C 00    yes
1996-08-30 11:12:34      +0      1  60 08 1E 0B 0C 22 00    yes
1996-06-20 15:48:50      +0      1  60 06 14 0F 30 32 00    yes
1996-06-25 17:32:44      +0      1  60 06 19 11 20 2C 00    yes
1996-11-07 12:50:44      +0      1  60 0B 07 0C 32 2C 00    yes
1996-11-13 20:14:04      +0      1  60 0B 0D 14 0E 04 00    yes
1996-11-22 12:38:00      +0      1  60 0B 16 0C 26 00 00    yes
1996-09-11 18:51:00      +0      1  60 09 0B 12 33 00 00    yes
1996-10-13 01:32:00      +0      1  60 0A 0D 01 20 00 00    yes
1996-10-13 01:48:54      +0      1  60 0A 0D 01 30 36 00    yes
1996-10-13 01:31:30      +0      1  60 0A 0D 01 1F 1E 00    yes
1996-10-31 11:27:38      +0      1  60 0A 1F 0B 1B 26 00    yes
1996-08-23 14:44:34      +0      1  60 08 17 0E 2C 22 00    yes
1996-09-12 15:58:02      +0      1  60 09 0C 0F 3A 02 00    yes
1996-11-06 18:16:00      +0      1  60 0B 06 12 10 00 00    yes
1996-10-31 13:15:40      +0      1  60 0A 1F 0D 0F 28 00    yes
1996-08-20 19:02:10      +0      1  60 08 14 13 02 0A 00    yes
1996-09-12 17:37:36      +0      1  60 09 0C 11 25 24 00    yes
1996-09-11 19:34:22      +0      1  60 09 0B 13 22 16 00    yes
1996-10-30 12:10:04      +0      1  60 0A 1E 0C 0A 04 00    yes
1996-10-31 13:22:36      +0      1  60 0A 1F 0D 16 24 00    yes
1996-11-06 12:22:18      +0      1  60 0B 06 0C 16 12 00    yes
1996-11-22 12:29:28      +0      1  60 0B 16 0C 1D 1C 00    yes
1996-11-22 12:29:46      +0      1  60 0B 16 0C 1D 2E 00    yes
1996-11-22 12:29:58      +0      1  60 0B 16 0C 1D 3A 00    yes
1996-11-22 12:30:52      +0      1  60 0B 16 0C 1E 34 00    yes
1996-11-22 12:31:12      +0      1  60 0B 16 0C 1F 0C 00    yes
1996-11-22 12:31:24      +0      1  60 0B 16 0C 1F 18 00    yes
1996-11-22 12:31:34      +0      1  60 0B 16 0C 1F 22 00    yes
1996-11-22 12:31:48      +0      1  60 0B 16 0C 1F 30 00    yes
1996-11-22 16:03:56      +0      1  60 0B 16 10 03 38 00    yes
1996-11-22 12:32:04      +0      1  60 0B 16 0C 20 04 00    yes
1996-11-22 12:32:16      +0      1  60 0B 16 0C 20 10 00    yes
1996-11-22 12:32:24      +0      1  60 0B 16 0C 20 18 00    yes
1996-11-22 12:32:36      +0      1  60 0B 16 0C 20 24 00    yes
1996-11-22 12:32:44      +0      1  60 0B 16 0C 20 2C 00    yes
1996-11-22 12:33:02      +0      1  60 0B 16 0C 21 02 00    yes
1996-11-22 16:04:10      +0      1  60 0B 16 10 04 0A 00    yes
1996-11-11 21:25:08      +0      1  60 0B 0B 15 19 08 00    yes
1996-11-11 21:32:00      +0      1  60 0B 0B 15 20 00 00    yes
1996-11-11 19:59:36      +0      1  60 0B 0B 13 3B 24 00    yes
1996-11-12 13:26:12      +0      1  60 0B 0C 0D 1A 0C 00    yes
1996-11-11 21:17:12      +0      1  60 0B 0B 15 11 0C 00    yes
1996-11-12 13:43:20      +0      1  60 0B 0C 0D 2B 14 00    yes
1996-11-12 12:35:02      +0      1  60 0B 0C 0C 23 02 00    yes
1996-11-11 21:06:22      +0      1  60 0B 0B 15 06 16 00    yes
1997-01-02 12:10:40      +0      1  61 01 02 0C 0A 28 00    yes
1996-11-11 20:16:04      +0      1  60 0B 0B 14 10 04 00    yes
1996-11-11 20:46:12      +0      1  60 0B 0B 14 2E 0C 00    yes
1996-11-12 12:07:12      +0      1  60 0B 0C 0C 07 0C 00    yes
1996-11-12 12:39:24      +0      1  60 0B 0C 0C 27 18 00    yes
1996-11-12 12:50:12      +0      1  60 0B 0C 0C 32 0C 00    yes
